epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
109,12603.3,1.0779,0.53074,1.23728,0.82596,0.74781,0.78008,0.60297,0.53123,1.2886,0.59795,1.4673,0.00071504,0.00071504,0.00071504
110,12718.6,1.08106,0.52725,1.23134,0.82034,0.71468,0.76899,0.56401,0.51966,1.28955,0.59346,1.46415,0.000711373,0.000711373,0.000711373
111,12834.2,1.06735,0.52423,1.23503,0.82406,0.74564,0.79713,0.57847,0.52106,1.29383,0.58176,1.46167,0.000707707,0.000707707,0.000707707
112,12949,1.07276,0.52719,1.23023,0.80337,0.7144,0.77417,0.58645,0.53254,1.29017,0.59084,1.47366,0.000704041,0.000704041,0.000704041
113,13065.7,1.06875,0.51645,1.2358,0.8559,0.70663,0.7764,0.59138,0.52477,1.30155,0.59482,1.47655,0.000700374,0.000700374,0.000700374
114,13180.9,1.07833,0.52238,1.23819,0.84931,0.71974,0.77273,0.57932,0.5276,1.29661,0.58827,1.47235,0.000696708,0.000696708,0.000696708
115,13297.3,1.0436,0.50727,1.21791,0.88452,0.75238,0.80589,0.59927,0.53472,1.30078,0.58517,1.47034,0.000693042,0.000693042,0.000693042
116,13412.9,1.06184,0.52413,1.22867,0.84679,0.71937,0.76729,0.59332,0.52364,1.29082,0.57714,1.47307,0.000689376,0.000689376,0.000689376
117,13527.2,1.05957,0.51838,1.23688,0.88009,0.68334,0.76586,0.58403,0.51789,1.292,0.58702,1.4707,0.000685709,0.000685709,0.000685709
118,13641.5,1.04944,0.51646,1.24009,0.80848,0.70167,0.76678,0.56138,0.5239,1.2952,0.5871,1.4798,0.000682043,0.000682043,0.000682043
119,13757.8,1.04749,0.50919,1.21026,0.82188,0.70757,0.76552,0.57528,0.52105,1.29517,0.58963,1.4736,0.000678377,0.000678377,0.000678377
120,13874,1.0434,0.51579,1.21508,0.84789,0.69477,0.77007,0.59138,0.52337,1.29972,0.59505,1.47671,0.00067471,0.00067471,0.00067471
