epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
110,22373.1,1.23602,0.86017,0.92653,0.53426,0.42419,0.44141,0.27787,0.27221,1.1364,0.79477,0.89109,0.0028418,0.0028418,0.0028418
111,22576.2,1.23658,0.86094,0.92601,0.53748,0.4258,0.4426,0.2801,0.27328,1.13712,0.79397,0.89121,0.002822,0.002822,0.002822
112,22780.1,1.23729,0.86038,0.92519,0.54159,0.42406,0.44344,0.28011,0.27335,1.13618,0.7935,0.89068,0.0028022,0.0028022,0.0028022
113,22982.9,1.23116,0.84981,0.92159,0.54504,0.42414,0.44325,0.27972,0.27349,1.13426,0.79267,0.89057,0.0027824,0.0027824,0.0027824
114,23186.5,1.23301,0.85542,0.92513,0.54173,0.42739,0.44284,0.27914,0.27361,1.13439,0.793,0.89016,0.0027626,0.0027626,0.0027626
115,23390.8,1.22117,0.84752,0.91819,0.54059,0.42933,0.44348,0.2812,0.27399,1.13359,0.79242,0.89003,0.0027428,0.0027428,0.0027428
116,23593.7,1.23686,0.85639,0.92385,0.54127,0.42818,0.44256,0.28092,0.27357,1.13384,0.79096,0.8902,0.002723,0.002723,0.002723
117,23796.3,1.22601,0.84926,0.92281,0.54429,0.42741,0.44386,0.28259,0.2747,1.13223,0.79052,0.89003,0.0027032,0.0027032,0.0027032
118,23999.7,1.22975,0.84752,0.92244,0.54433,0.42657,0.4446,0.28431,0.27537,1.13218,0.78992,0.8902,0.0026834,0.0026834,0.0026834
119,24203,1.23215,0.85505,0.92395,0.54884,0.42556,0.44543,0.28539,0.27596,1.13043,0.78963,0.88998,0.0026636,0.0026636,0.0026636
120,24406.4,1.23092,0.84986,0.92029,0.54913,0.42536,0.44628,0.28552,0.27643,1.12931,0.78851,0.88982,0.0026438,0.0026438,0.0026438
121,24608.3,1.22117,0.84321,0.92229,0.55396,0.42562,0.44673,0.28473,0.27644,1.12835,0.78683,0.88977,0.002624,0.002624,0.002624
122,24810.7,1.23058,0.85024,0.92299,0.55345,0.42907,0.44675,0.28598,0.27627,1.12807,0.78628,0.88966,0.0026042,0.0026042,0.0026042
123,25013.1,1.22933,0.84458,0.92334,0.55054,0.42922,0.44662,0.28673,0.27641,1.12941,0.78582,0.88972,0.0025844,0.0025844,0.0025844
124,25216.4,1.22056,0.84434,0.92221,0.54996,0.42978,0.44723,0.28649,0.27655,1.12984,0.78575,0.88964,0.0025646,0.0025646,0.0025646
125,25419,1.23067,0.84815,0.92124,0.54851,0.43196,0.44796,0.28604,0.27735,1.12983,0.78582,0.88978,0.0025448,0.0025448,0.0025448
126,25622.4,1.22514,0.8436,0.9248,0.54721,0.43265,0.4477,0.28589,0.27746,1.12949,0.78521,0.8895,0.002525,0.002525,0.002525
127,25825.8,1.21931,0.84185,0.92092,0.54807,0.43118,0.44657,0.28572,0.27699,1.1289,0.78512,0.88951,0.0025052,0.0025052,0.0025052
128,26028.9,1.21882,0.83813,0.91796,0.54229,0.43313,0.44658,0.28582,0.27723,1.12854,0.78449,0.88956,0.0024854,0.0024854,0.0024854
129,26231.6,1.22216,0.84112,0.92331,0.54044,0.4336,0.44712,0.28661,0.27728,1.12804,0.78382,0.88947,0.0024656,0.0024656,0.0024656
130,26434.2,1.2215,0.84074,0.92018,0.54201,0.43469,0.4471,0.28572,0.27737,1.12698,0.78365,0.88912,0.0024458,0.0024458,0.0024458
131,26637.2,1.22683,0.84221,0.92022,0.54176,0.43466,0.448,0.2864,0.27826,1.12669,0.78305,0.8891,0.002426,0.002426,0.002426
132,26840.1,1.21898,0.83192,0.9184,0.54514,0.43404,0.44813,0.28562,0.2781,1.12651,0.78284,0.88915,0.0024062,0.0024062,0.0024062
133,27042.9,1.21738,0.83452,0.91832,0.54514,0.43432,0.44795,0.28652,0.27806,1.1255,0.78274,0.88889,0.0023864,0.0023864,0.0023864
134,27246.3,1.21567,0.8352,0.91683,0.54364,0.43463,0.44909,0.28741,0.27865,1.12456,0.78275,0.8888,0.0023666,0.0023666,0.0023666
135,27448.7,1.21848,0.83497,0.92216,0.54742,0.43236,0.44846,0.28648,0.27834,1.12426,0.7823,0.88866,0.0023468,0.0023468,0.0023468
136,27651.6,1.21517,0.83104,0.91923,0.55164,0.43163,0.4489,0.28605,0.27873,1.12301,0.78179,0.88823,0.002327,0.002327,0.002327
137,27854.4,1.20708,0.82514,0.92149,0.54957,0.43314,0.44974,0.28549,0.27897,1.12271,0.78104,0.88836,0.0023072,0.0023072,0.0023072
138,28057.8,1.21465,0.82784,0.92107,0.55094,0.43127,0.44959,0.2852,0.27881,1.12256,0.78048,0.88822,0.0022874,0.0022874,0.0022874
139,28259.8,1.21183,0.82626,0.91802,0.54949,0.43305,0.44978,0.28778,0.27887,1.1224,0.77976,0.88811,0.0022676,0.0022676,0.0022676
140,28462.3,1.21056,0.82671,0.91716,0.55023,0.43315,0.45021,0.2886,0.27952,1.12178,0.77926,0.88797,0.0022478,0.0022478,0.0022478
